trace_id,timestamp,EventId,EventTemplate,type,rec,log_level,component,source
1151,03-17 16:15:26.619,E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Session Error,Investigate session state.,D,PowerManagerService,android
1152,03-17 16:15:26.698,E130,shouldBlockLocation running ...,Client Disconnect,Check client-side logs.,W,PhoneInterfaceManager,android
1153,03-17 16:15:26.698,E128,shouldBlockLocation  ret:false,Leader Election,Monitor leader election process.,I,PhoneInterfaceManager,android
1154,03-17 16:15:26.746,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,Session Error,Investigate session state.,W,ActivityManager,android
1155,03-17 16:15:26.888,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,Normal,No action needed.,W,ActivityManager,android
1156,03-17 16:15:26.889,E15,"ActivityManagerService,attachApplication,callingPid = <*>",Permission Issue,Review user permissions.,D,ActivityManager,android
1157,03-17 16:15:26.900,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,Normal,No action needed.,W,ActivityManager,android
1158,03-17 16:15:26.920,E130,shouldBlockLocation running ...,Client Disconnect,Check client-side logs.,W,PhoneInterfaceManager,android
1159,03-17 16:15:26.920,E128,shouldBlockLocation  ret:false,Leader Election,Monitor leader election process.,I,PhoneInterfaceManager,android
1160,03-17 16:15:26.946,E41,Destroying surface Surface(name=<*>) called by <*>,Normal,No action needed.,I,WindowManager,android
1161,03-17 16:15:26.979,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,Session Error,Investigate session state.,W,ActivityManager,android
1162,03-17 16:15:27.005,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,Session Error,Investigate session state.,W,ActivityManager,android
1163,03-17 16:15:27.025,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,Session Error,Investigate session state.,W,ActivityManager,android
1164,03-17 16:15:27.039,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,Session Error,Investigate session state.,W,ActivityManager,android
1165,03-17 16:15:27.175,E130,shouldBlockLocation running ...,Client Disconnect,Check client-side logs.,W,PhoneInterfaceManager,android
1166,03-17 16:15:27.175,E128,shouldBlockLocation  ret:false,Leader Election,Monitor leader election process.,I,PhoneInterfaceManager,android
1167,03-17 16:15:27.179,E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",Timeout,Consider increasing timeout.,D,PowerManagerService,android
1168,03-17 16:15:27.179,E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Normal,No action needed.,D,PowerManagerService,android
1169,03-17 16:15:27.188,E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",Timeout,Consider increasing timeout.,D,PowerManagerService,android
1170,03-17 16:15:27.188,E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Session Error,Investigate session state.,D,PowerManagerService,android
1171,03-17 16:15:27.189,E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",Timeout,Consider increasing timeout.,D,PowerManagerService,android
1172,03-17 16:15:27.190,E11,"Acquiring suspend blocker ""PowerManagerService.WakeLocks"".",Normal,No action needed.,D,PowerManagerService,android
1173,03-17 16:15:27.198,E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",Timeout,Consider increasing timeout.,D,PowerManagerService,android
1174,03-17 16:15:27.198,E109,"Releasing suspend blocker ""PowerManagerService.WakeLocks"".",Session Error,Investigate session state.,D,PowerManagerService,android
1175,03-17 16:15:27.236,E130,shouldBlockLocation running ...,Client Disconnect,Check client-side logs.,W,PhoneInterfaceManager,android
1176,03-17 16:15:27.237,E128,shouldBlockLocation  ret:false,Leader Election,Monitor leader election process.,I,PhoneInterfaceManager,android
1177,03-17 16:15:27.269,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,Session Error,Investigate session state.,W,ActivityManager,android
1178,03-17 16:15:27.270,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,Session Error,Investigate session state.,W,ActivityManager,android
1179,03-17 16:15:27.283,E130,shouldBlockLocation running ...,Client Disconnect,Check client-side logs.,W,PhoneInterfaceManager,android
1180,03-17 16:15:27.284,E128,shouldBlockLocation  ret:false,Leader Election,Monitor leader election process.,I,PhoneInterfaceManager,android
1181,03-17 16:15:27.305,E130,shouldBlockLocation running ...,Client Disconnect,Check client-side logs.,W,PhoneInterfaceManager,android
1182,03-17 16:15:27.305,E128,shouldBlockLocation  ret:false,Leader Election,Monitor leader election process.,I,PhoneInterfaceManager,android
1183,03-17 16:15:27.628,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,Session Error,Investigate session state.,W,ActivityManager,android
1184,03-17 16:15:27.828,E147,stopWifiDisplayScanLocked record.mWifiDisplayScanRequested=false,Config Warning,Check configuration syntax.,I,DisplayManagerService,android
1185,03-17 16:15:27.828,E146,stopWifiDisplayScanLocked mWifiDisplayScanRequestCount=<*>,Memory Leak,Inspect memory usage patterns.,I,DisplayManagerService,android
1186,03-17 16:15:27.829,E36,cleanUpApplicationRecord -- <*>,Memory Leak,Inspect memory usage patterns.,D,ActivityManager,android
1187,03-17 16:15:27.830,E37,"cleanUpApplicationRecordLocked, pid: <*>, restart: false",Config Warning,Check configuration syntax.,I,ActivityManager,android
1188,03-17 16:15:27.830,E38,"cleanUpApplicationRecordLocked, reset pid: <*>, euid: <*>",Leader Election,Monitor leader election process.,I,ActivityManager,android
1189,03-17 16:15:28.099,E130,shouldBlockLocation running ...,Client Disconnect,Check client-side logs.,W,PhoneInterfaceManager,android
1190,03-17 16:15:28.100,E128,shouldBlockLocation  ret:false,Leader Election,Monitor leader election process.,I,PhoneInterfaceManager,android
1191,03-17 16:15:28.488,E64,HBM brightnessIn =<*>,Disk Failure,Check disk status and logs.,I,DisplayPowerController,android
1192,03-17 16:15:28.489,E65,HBM brightnessOut =<*>,Permission Issue,Review user permissions.,I,DisplayPowerController,android
1193,03-17 16:15:28.489,E21,"Animating brightness: target=<*>, rate=<*>",Normal,No action needed.,D,DisplayPowerController,android
1194,03-17 16:15:28.790,E64,HBM brightnessIn =<*>,Disk Failure,Check disk status and logs.,I,DisplayPowerController,android
1195,03-17 16:15:28.790,E65,HBM brightnessOut =<*>,Permission Issue,Review user permissions.,I,DisplayPowerController,android
1196,03-17 16:15:28.790,E21,"Animating brightness: target=<*>, rate=<*>",Normal,No action needed.,D,DisplayPowerController,android
1197,03-17 16:15:29.091,E64,HBM brightnessIn =<*>,Disk Failure,Check disk status and logs.,I,DisplayPowerController,android
1198,03-17 16:15:29.091,E65,HBM brightnessOut =<*>,Permission Issue,Review user permissions.,I,DisplayPowerController,android
1199,03-17 16:15:29.091,E21,"Animating brightness: target=<*>, rate=<*>",Normal,No action needed.,D,DisplayPowerController,android
1200,03-17 16:15:29.173,E130,shouldBlockLocation running ...,Client Disconnect,Check client-side logs.,W,PhoneInterfaceManager,android
1201,03-17 16:15:29.173,E128,shouldBlockLocation  ret:false,Leader Election,Monitor leader election process.,I,PhoneInterfaceManager,android
1202,03-17 16:15:29.392,E64,HBM brightnessIn =<*>,Disk Failure,Check disk status and logs.,I,DisplayPowerController,android
1203,03-17 16:15:29.392,E65,HBM brightnessOut =<*>,Permission Issue,Review user permissions.,I,DisplayPowerController,android
1204,03-17 16:15:29.392,E21,"Animating brightness: target=<*>, rate=<*>",Normal,No action needed.,D,DisplayPowerController,android
1205,03-17 16:15:29.694,E64,HBM brightnessIn =<*>,Disk Failure,Check disk status and logs.,I,DisplayPowerController,android
1206,03-17 16:15:29.694,E65,HBM brightnessOut =<*>,Permission Issue,Review user permissions.,I,DisplayPowerController,android
1207,03-17 16:15:29.694,E21,"Animating brightness: target=<*>, rate=<*>",Normal,No action needed.,D,DisplayPowerController,android
1208,03-17 16:15:29.995,E64,HBM brightnessIn =<*>,Disk Failure,Check disk status and logs.,I,DisplayPowerController,android
1209,03-17 16:15:29.995,E65,HBM brightnessOut =<*>,Permission Issue,Review user permissions.,I,DisplayPowerController,android
1210,03-17 16:15:29.995,E21,"Animating brightness: target=<*>, rate=<*>",Normal,No action needed.,D,DisplayPowerController,android
1211,03-17 16:15:30.026,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,Normal,No action needed.,W,ActivityManager,android
1212,03-17 16:15:30.297,E64,HBM brightnessIn =<*>,Disk Failure,Check disk status and logs.,I,DisplayPowerController,android
1213,03-17 16:15:30.297,E65,HBM brightnessOut =<*>,Permission Issue,Review user permissions.,I,DisplayPowerController,android
1214,03-17 16:15:30.297,E21,"Animating brightness: target=<*>, rate=<*>",Normal,No action needed.,D,DisplayPowerController,android
1215,03-17 16:15:30.599,E64,HBM brightnessIn =<*>,Disk Failure,Check disk status and logs.,I,DisplayPowerController,android
1216,03-17 16:15:30.599,E65,HBM brightnessOut =<*>,Permission Issue,Review user permissions.,I,DisplayPowerController,android
1217,03-17 16:15:30.599,E21,"Animating brightness: target=<*>, rate=<*>",Normal,No action needed.,D,DisplayPowerController,android
1218,03-17 16:15:30.902,E64,HBM brightnessIn =<*>,Disk Failure,Check disk status and logs.,I,DisplayPowerController,android
1219,03-17 16:15:30.903,E65,HBM brightnessOut =<*>,Permission Issue,Review user permissions.,I,DisplayPowerController,android
1220,03-17 16:15:30.903,E21,"Animating brightness: target=<*>, rate=<*>",Normal,No action needed.,D,DisplayPowerController,android
1221,03-17 16:15:31.202,E64,HBM brightnessIn =<*>,Disk Failure,Check disk status and logs.,I,DisplayPowerController,android
1222,03-17 16:15:31.202,E65,HBM brightnessOut =<*>,Permission Issue,Review user permissions.,I,DisplayPowerController,android
1223,03-17 16:15:31.202,E21,"Animating brightness: target=<*>, rate=<*>",Normal,No action needed.,D,DisplayPowerController,android
1224,03-17 16:15:32.289,E61,getTasks: caller <*> does not hold REAL_GET_TASKS; limiting output,Normal,No action needed.,W,ActivityManager,android
1225,03-17 16:15:33.396,E33,"cancelNotificationWithTag pid <*>,uid = <*>,tag = null,pkg =<*>,id =<*>",Timeout,Consider increasing timeout.,I,NotificationManager,android
1226,03-17 16:15:33.396,E29,"cancelNotification,index:<*>",Session Error,Investigate session state.,I,NotificationManager,android
1227,03-17 16:15:33.398,E33,"cancelNotificationWithTag pid <*>,uid = <*>,tag = null,pkg =<*>,id =<*>",Timeout,Consider increasing timeout.,I,NotificationManager,android
1228,03-17 16:15:33.398,E29,"cancelNotification,index:<*>",Session Error,Investigate session state.,I,NotificationManager,android
1229,03-17 16:15:33.419,E46,enqueueNotificationInternal: pkg=<*> id=<*> notification=Notification(pri=<*> contentView=null vibrate=[<*>] sound=null tick defaults=<*> flags=<*> color=<*> vis=PRIVATE),Memory Leak,Inspect memory usage patterns.,I,NotificationManager,android
1230,03-17 16:15:33.424,E44,enqueueNotificationInternal: n.getKey = <*>,Disk Failure,Check disk status and logs.,I,NotificationManager,android
1231,03-17 16:15:33.426,E57,getRingerMode...,Config Warning,Check configuration syntax.,V,AudioManager,android
1232,03-17 16:15:33.427,E160,"updateLightsLocked,mInCall =false,mScreenOn = true,ledNotification == null?false",Client Disconnect,Check client-side logs.,I,NotificationManager,android
1233,03-17 16:15:33.427,E162,"updateLightsLocked,turn off notificationLight",Connection Error,Verify connection settings.,I,NotificationManager,android
1234,03-17 16:15:33.438,E17,addNotification key=<*>|<*>|<*>|null|<*>,Config Warning,Check configuration syntax.,I,PhoneStatusBar,android
1235,03-17 16:15:33.524,E81,mHeadsUpExistenceChangedRunnable,Normal,No action needed.,I,PanelView,android
1236,03-17 16:15:33.527,E43,disable: < expand ICONS* alerts SYSTEM_INFO* back home recent clock navigationbar search quick_settings >,Timeout,Consider increasing timeout.,D,PhoneStatusBar,android
1237,03-17 16:15:33.527,E148,suspendAutohide,Leader Election,Monitor leader election process.,I,PhoneStatusBar,android
1238,03-17 16:15:33.529,E163,"updateNotificationShade: total=<*>, active=<*>",Timeout,Consider increasing timeout.,I,PhoneStatusBar,android
1239,03-17 16:15:33.529,E112,removeNotificationChildren,Connection Error,Verify connection settings.,I,PhoneStatusBar,android
1240,03-17 16:15:33.530,E163,"updateNotificationShade: total=<*>, active=<*>",Timeout,Consider increasing timeout.,I,PhoneStatusBar,android
1241,03-17 16:15:33.530,E112,removeNotificationChildren,Connection Error,Verify connection settings.,I,PhoneStatusBar,android
1242,03-17 16:15:33.530,E80,Marking notification as seen <*>|<*>|<*>|null|<*>,Client Disconnect,Check client-side logs.,I,NotificationManager,android
1243,03-17 16:15:33.533,E90,onNotificationExpansionChanged called,Client Disconnect,Check client-side logs.,I,NotificationManager,android
1244,03-17 16:15:33.554,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
1245,03-17 16:15:33.554,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
1246,03-17 16:15:33.652,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
1247,03-17 16:15:33.652,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
1248,03-17 16:15:33.691,E59,getRunningAppProcesses: caller <*> does not hold REAL_GET_TASKS; limiting output,Session Error,Investigate session state.,W,ActivityManager,android
1249,03-17 16:15:34.294,E155,"updateClipping isOverlap:false, getTopPadding=<*>.<*>, Translation=<*>.<*>",Permission Issue,Review user permissions.,I,StackScrollAlgorithm,android
1250,03-17 16:15:34.294,E157,updateDimmedActivatedHideSensitive overlap:false,Config Warning,Check configuration syntax.,I,StackScrollAlgorithm,android
1251,03-17 16:15:34.297,E77,logNotificationVisibilityChanges runInThread start,Config Warning,Check configuration syntax.,I,PhoneStatusBar,android
1252,03-17 16:15:34.298,E91,onNotificationVisibilityChanged called,Normal,No action needed.,I,NotificationManager,android
1253,03-17 16:15:34.299,E76,logNotificationVisibilityChanges runInThread over,Memory Leak,Inspect memory usage patterns.,I,PhoneStatusBar,android
1254,03-17 16:15:35.413,E64,HBM brightnessIn =<*>,Disk Failure,Check disk status and logs.,I,DisplayPowerController,android
1255,03-17 16:15:35.414,E65,HBM brightnessOut =<*>,Permission Issue,Review user permissions.,I,DisplayPowerController,android
1256,03-17 16:15:35.414,E21,"Animating brightness: target=<*>, rate=<*>",Normal,No action needed.,D,DisplayPowerController,android
1257,03-17 16:15:36.842,E164,"userActivityNoUpdateLocked: eventTime=<*>, event=<*>, flags=<*>, uid=<*>",Disk Failure,Check disk status and logs.,D,PowerManagerService,android
1258,03-17 16:15:36.843,E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",Timeout,Consider increasing timeout.,D,PowerManagerService,android
1259,03-17 16:15:36.912,E99,playSoundEffect   effectType: <*>,Session Error,Investigate session state.,V,AudioManager,android
1260,03-17 16:15:36.912,E102,querySoundEffectsEnabled...,Connection Error,Verify connection settings.,V,AudioManager,android
1261,03-17 16:15:36.921,E139,START u0 {act=<*> cat=[<*>] flg=<*> cmp=<*> bnds=<*>} from uid <*> on display <*>,Session Error,Investigate session state.,I,ActivityManager,android
1262,03-17 16:15:36.922,E16,"ActivityRecord info: ActivityInfo{<*> <*>}, euid: <*>",Memory Leak,Inspect memory usage patterns.,I,ActivityManager,android
1263,03-17 16:15:36.937,E10,"acquire lock=<*>, flags=<*>, tag=""<*>"", name=<*>, ws=<*>, uid=<*>, pid=<*>",Client Disconnect,Check client-side logs.,D,PowerManagerService,android
1264,03-17 16:15:36.937,E103,"ready=true,policy=<*>,wakefulness=<*>,wksummary=<*>,uasummary=<*>,bootcompleted=true,boostinprogress=false,waitmodeenable=false,mode=false,manual=<*>,auto=<*>,adj=<*>.0userId=<*>",Timeout,Consider increasing timeout.,D,PowerManagerService,android
